STATE_NAME	COUNTY_NAME	STATE_FIPS	COUNTY_FIPS	total	totalsd	tot95l	tot95u	five_rank	fifty_rank	ninetyfive_rank	percent	persd	per95l	per95u	adjpercent	adjpersd	adjper95l	adjper95u	lipertot09
Tennessee	Hickman County	47	81	5770	654	4558	7115	1398	2496	3054	32.5	3.7	25.6	40	31.8	3.7	25	39.3	3
Tennessee	Houston County	47	83	1834	268	1337	2384	666	2088	3016	30.7	4.5	22.4	39.9	29.3	4.4	21.1	38.4	3
Tennessee	Humphreys County	47	85	4366	577	3318	5560	1037	2335	3043	32.1	4.2	24.4	40.8	30.7	4.2	23.2	39.3	3
Tennessee	Jackson County	47	87	2900	337	2268	3586	1423	2611	3091	34.1	4	26.7	42.2	32.5	3.9	25.2	40.5	3
Tennessee	Jefferson County	47	89	12572	1326	10053	15270	1366	2466	3007	32.3	3.4	25.9	39.3	31.4	3.4	25	38.4	3
Tennessee	Johnson County	47	91	4660	492	3728	5653	1385	2423	3002	32.2	3.4	25.8	39.1	31.2	3.4	24.8	38	3
Tennessee	Knox County	47	93	90339	4435	81835	99046	1213	1674	2158	27.8	1.4	25.2	30.5	27.3	1.4	24.7	30	5
Tennessee	Lake County	47	95	2178	236	1738	2661	2355	3021	3137	37	4	29.6	45.2	37.3	4	29.8	45.5	3
Tennessee	Lauderdale County	47	97	6811	587	5691	8020	2221	2872	3100	35.1	3	29.4	41.4	34.8	3	29.1	41	3
Tennessee	Lawrence County	47	99	9958	960	8142	11906	1591	2568	3040	33.2	3.2	27.2	39.7	32.3	3.2	26.2	38.9	3
Tennessee	Lewis County	47	101	3135	394	2403	3971	1951	2953	3138	37.2	4.7	28.5	47.1	36	4.6	27.3	45.8	3
Tennessee	Lincoln County	47	103	8670	867	7025	10440	1819	2745	3087	34.8	3.5	28.2	41.9	33.6	3.5	27	40.7	3
Tennessee	Loudon County	47	105	10925	1236	8619	13447	869	1940	2840	30.3	3.4	23.9	37.3	28.7	3.4	22.4	35.7	3
Tennessee	McMinn County	47	107	13214	1140	11027	15463	1793	2641	3031	33.6	2.9	28.1	39.4	32.6	2.9	27	38.4	3
Tennessee	McNairy County	47	109	6459	610	5272	7686	1582	2533	3025	33.6	3.2	27.4	40	32	3.2	26	38.3	3
Tennessee	Macon County	47	111	4732	593	3630	5946	812	1954	2894	29.4	3.7	22.6	36.9	28.8	3.6	22	36.4	2
Tennessee	Madison County	47	113	20375	936	18519	22228	1509	1980	2406	29.2	1.3	26.6	31.9	28.8	1.4	26.1	31.4	2
Tennessee	Marion County	47	115	7764	711	6390	9170	2253	2930	3121	36.8	3.4	30.3	43.5	35.6	3.3	29.2	42.2	3
Tennessee	Marshall County	47	117	7460	809	5958	9115	1614	2678	3088	33.5	3.6	26.8	40.9	32.9	3.6	26.3	40.2	3
Tennessee	Maury County	47	119	18923	1633	15870	22206	1347	2207	2818	30.5	2.6	25.6	35.8	29.9	2.6	25.1	35.2	3
Tennessee	Meigs County	47	121	3127	397	2392	3942	1537	2747	3117	34.7	4.4	26.5	43.7	33.6	4.3	25.6	42.5	3
Tennessee	Monroe County	47	123	10986	1197	8739	13420	1270	2374	3010	32.1	3.5	25.6	39.3	31	3.5	24.4	38.1	3
Tennessee	Montgomery County	47	125	33532	2951	28107	39593	1453	2287	2882	29.7	2.6	24.9	35.1	30.5	2.6	25.6	35.8	3
Tennessee	Moore County	47	127	1391	193	1020	1781	659	1877	2931	29.9	4.2	21.9	38.3	28.6	4.1	20.9	36.9	3
Tennessee	Morgan County	47	129	4153	575	3116	5364	725	1969	2950	30	4.1	22.5	38.7	29	4.1	21.6	37.5	3
Tennessee	Obion County	47	131	8657	723	7251	10097	2289	2904	3107	36.7	3.1	30.7	42.8	35.3	3.1	29.3	41.3	3
Tennessee	Overton County	47	133	5560	610	4413	6758	1762	2772	3104	35.1	3.8	27.8	42.6	33.8	3.8	26.7	41.4	3
Tennessee	Perry County	47	135	1874	242	1424	2373	937	2217	3017	31.7	4.1	24.1	40.2	30.2	4	22.7	38.5	3
Tennessee	Pickett County	47	137	1276	178	935	1629	1030	2479	3095	33.7	4.7	24.7	43.1	31.7	4.6	22.9	40.9	3
Tennessee	Polk County	47	139	4066	438	3244	4934	1659	2695	3085	34.6	3.7	27.6	42	33.1	3.7	26.2	40.6	3
Tennessee	Putnam County	47	141	15244	1434	12558	18207	954	1832	2644	28.7	2.7	23.6	34.3	28.1	2.7	23	33.7	2
Tennessee	Rhea County	47	143	7276	784	5792	8832	1233	2346	2985	31.6	3.4	25.2	38.4	30.7	3.4	24.2	37.5	3
Tennessee	Roane County	47	145	14622	1437	11825	17525	1883	2784	3096	35.4	3.5	28.6	42.4	33.8	3.5	27.2	40.9	3
Tennessee	Robertson County	47	147	15924	1714	12690	19416	1681	2699	3087	33.6	3.6	26.7	40.9	33.1	3.6	26.4	40.5	3
Tennessee	Rutherford County	47	149	49088	4433	40788	58307	892	1679	2511	26.8	2.4	22.3	31.9	27.4	2.4	22.9	32.4	2
Tennessee	Scott County	47	151	5895	745	4480	7405	1982	2975	3137	37	4.7	28.1	46.5	36.4	4.6	27.5	45.8	3
Tennessee	Sequatchie County	47	153	3258	432	2455	4125	994	2330	3044	31.7	4.2	23.9	40.1	30.7	4.2	23	39.1	3
Tennessee	Sevier County	47	155	19084	1928	15416	23024	896	1845	2696	29.3	3	23.7	35.3	28.2	2.9	22.7	34.3	2
Tennessee	Shelby County	47	157	183129	8724	166430	200651	1471	1941	2369	28.4	1.4	25.8	31.2	28.6	1.4	26	31.3	5
Tennessee	Smith County	47	159	4550	572	3495	5712	1268	2460	3069	32.3	4.1	24.8	40.5	31.5	4	24.2	39.7	3
Tennessee	Stewart County	47	161	3388	470	2528	4376	1251	2616	3114	33.8	4.7	25.2	43.7	32.6	4.6	24.2	42.3	3
Tennessee	Sullivan County	47	163	36292	1694	33019	39628	1573	2086	2536	30.5	1.4	27.8	33.3	29.4	1.5	26.4	32.3	3
Tennessee	Sumner County	47	165	32869	3127	27001	39335	942	1820	2631	28.6	2.7	23.5	34.2	28.1	2.7	23.1	33.7	2
Tennessee	Tipton County	47	167	13796	1116	11634	16038	1850	2610	3011	32.8	2.7	27.7	38.2	32.4	2.6	27.4	37.7	3
Tennessee	Trousdale County	47	169	2092	286	1541	2655	1516	2865	3131	35.6	4.9	26.2	45.2	34.7	4.8	25.5	44.2	3
Tennessee	Unicoi County	47	171	4427	509	3494	5469	1040	2237	2985	31.9	3.7	25.2	39.4	30.2	3.6	23.6	37.7	3
Tennessee	Union County	47	173	4625	631	3429	5893	1126	2485	3078	32.4	4.4	24.1	41.3	31.6	4.4	23.3	40.5	3
Tennessee	Van Buren County	47	175	1449	189	1102	1839	1382	2662	3107	34.3	4.5	26.1	43.6	32.9	4.4	24.9	41.9	3
Tennessee	Warren County	47	177	9442	909	7730	11318	1368	2343	2963	31.6	3	25.8	37.8	30.7	3	25	37	3
Tennessee	Washington County	47	179	27136	1882	23594	30960	1243	1924	2535	29.3	2	25.4	33.4	28.5	2	24.7	32.6	2
Tennessee	Wayne County	47	181	3890	492	2970	4881	897	2107	2968	29.9	3.8	22.9	37.6	29.4	3.8	22.5	37	3
Tennessee	Weakley County	47	183	8927	780	7457	10526	2236	2882	3108	35.6	3.1	29.8	42	35	3.1	29.1	41.3	3
Tennessee	White County	47	185	6840	675	5546	8179	1940	2851	3111	35.9	3.5	29.1	42.9	34.6	3.5	27.8	41.6	3
Tennessee	Williamson County	47	187	23065	2645	18177	28636	57	240	728	18.8	2.2	14.8	23.4	18.8	2.1	14.8	23.3	1
Tennessee	Wilson County	47	189	23771	2539	18942	28921	918	1928	2789	29.2	3.1	23.2	35.5	28.6	3.1	22.8	34.8	2
Texas	Anderson County	48	1	14047	1559	11073	17167	1430	2527	3046	31.7	3.5	25	38.7	31.9	3.5	25.2	39	3
Texas	Andrews County	48	3	2572	392	1851	3365	436	1616	2800	27.5	4.2	19.8	36	27.1	4.1	19.5	35.5	2
Texas	Angelina County	48	5	17378	1811	14003	20991	989	1975	2804	29.5	3.1	23.8	35.6	28.8	3	23.1	34.9	3
Texas	Aransas County	48	7	5498	788	4079	7122	412	1446	2703	28.7	4.1	21.3	37.2	26.5	4	19.4	34.7	2
Texas	Archer County	48	9	1859	202	1483	2281	742	1667	2632	28.7	3.1	22.9	35.3	27.4	3	21.9	33.6	2
Texas	Armstrong County	48	11	436	64	320	576	434	1514	2804	28.6	4.2	21	37.8	26.9	4.1	19.5	35.8	2
Texas	Atascosa County	48	13	8707	1272	6368	11411	564	1780	2890	28.7	4.2	21	37.6	28.1	4.1	20.5	36.8	2
Texas	Austin County	48	15	5298	706	4024	6803	416	1340	2565	27	3.6	20.5	34.7	25.9	3.5	19.6	33.4	2
Texas	Bailey County	48	17	1193	191	845	1583	471	1811	2964	29.4	4.7	20.8	39	28.2	4.6	19.8	37.5	2
Texas	Bandera County	48	19	4962	653	3745	6316	784	1984	2948	31	4.1	23.4	39.5	28.9	3.9	21.7	37.1	3
Texas	Bastrop County	48	21	14344	1698	11222	17832	552	1417	2486	26.8	3.2	21	33.3	26.3	3.1	20.6	32.7	2
Texas	Baylor County	48	23	794	112	585	1023	415	1499	2732	28.8	4.1	21.3	37.1	26.6	3.9	19.3	34.7	2
Texas	Bee County	48	25	6204	926	4548	8199	384	1329	2652	25.3	3.8	18.5	33.4	26	3.8	19.1	34.2	2
Texas	Bell County	48	27	53553	4549	44847	62658	1075	1853	2588	27.8	2.4	23.3	32.6	28.3	2.4	23.7	33	2
Texas	Bexar County	48	29	255274	11053	233845	277220	486	710	1008	22.4	1	20.5	24.3	22.5	1	20.7	24.5	4
Texas	Blanco County	48	31	1742	289	1220	2329	249	1145	2589	25.9	4.3	18.1	34.6	25.1	4.1	17.7	33.6	2
Texas	Borden County	48	33	129	20	94	173	422	1532	2872	28.2	4.5	20.5	37.6	27	4.4	19.4	36.4	2
Texas	Bosque County	48	35	3487	545	2503	4597	225	1113	2522	26.5	4.1	19	35	24.8	4	17.5	33	2
Texas	Bowie County	48	37	20552	2195	16414	24929	1068	2087	2866	29.9	3.2	23.9	36.2	29.4	3.2	23.5	35.7	3
Texas	Brazoria County	48	39	55450	5108	46035	65985	659	1375	2209	25.7	2.4	21.4	30.6	25.9	2.3	21.5	30.7	2
Texas	Brazos County	48	41	27222	3209	21439	34050	251	760	1670	21.8	2.6	17.1	27.2	22.9	2.6	18.1	28.4	1
Texas	Brewster County	48	43	1824	183	1488	2200	488	1183	2121	25.7	2.6	20.9	31	25.1	2.6	20.4	30.4	2
Texas	Briscoe County	48	45	288	48	199	385	217	1217	2644	27.4	4.6	18.9	36.6	25.3	4.4	17.2	34.1	2
Texas	Brooks County	48	47	1464	233	1036	1956	497	1806	2980	29.6	4.7	20.9	39.5	28.3	4.6	19.9	38.1	3
Texas	Brown County	48	49	7896	1033	5979	10055	550	1581	2733	28.3	3.7	21.4	36.1	27.1	3.7	20.4	34.8	2
Texas	Burleson County	48	51	3978	528	3005	5096	1044	2335	3069	32.4	4.3	24.5	41.5	30.9	4.2	23.2	39.8	3
Texas	Burnet County	48	53	9580	1181	7425	11972	398	1298	2458	27.8	3.4	21.5	34.7	25.7	3.4	19.5	32.6	2
Texas	Caldwell County	48	55	6764	943	5040	8754	304	1082	2341	25.1	3.5	18.7	32.5	24.8	3.5	18.5	32	2
Texas	Calhoun County	48	57	3702	557	2728	4895	279	1137	2498	25.8	3.9	19	34.1	24.9	3.8	18.3	33.1	2
Texas	Callahan County	48	59	2489	369	1826	3283	217	945	2288	25.3	3.7	18.5	33.3	24	3.6	17.5	31.8	2
Texas	Cameron County	48	61	56037	5712	45219	67651	261	736	1524	22.9	2.3	18.4	27.6	22.7	2.3	18.3	27.5	2
Texas	Camp County	48	63	2451	360	1819	3232	443	1463	2753	27.6	4	20.5	36.4	26.6	4	19.7	35.3	2
Texas	Carson County	48	65	1178	162	884	1514	341	1229	2499	26.9	3.7	20.2	34.6	25.5	3.6	19	33.1	2
Texas	Cass County	48	67	7418	809	5900	9066	1492	2585	3064	34.1	3.7	27.1	41.6	32.3	3.6	25.5	39.7	3
Texas	Castro County	48	69	1437	220	1047	1902	670	1999	3000	30.4	4.6	22.2	40.3	29.1	4.5	21.1	38.7	3
Texas	Chambers County	48	71	6532	879	4913	8320	868	2143	2989	30	4	22.6	38.2	29.8	3.9	22.5	37.7	3
Texas	Cherokee County	48	73	10500	1088	8477	12731	1109	2133	2893	30.4	3.2	24.6	36.9	29.7	3.1	23.8	36.1	3
Texas	Childress County	48	75	1473	227	1075	1949	334	1307	2674	26	4	19	34.4	25.8	4	18.8	34.3	2
Texas	Clay County	48	77	2732	259	2243	3250	1496	2469	2996	33.1	3.1	27.2	39.4	31.5	3.1	25.7	37.7	3
Texas	Cochran County	48	79	573	90	410	763	478	1751	2935	29.3	4.6	21	39	27.9	4.5	19.9	37.3	2
Texas	Coke County	48	81	799	111	594	1030	747	2171	3031	32.7	4.5	24.3	42.1	29.9	4.5	21.6	39.3	3
Texas	Coleman County	48	83	2183	291	1634	2776	1145	2494	3098	34.3	4.6	25.7	43.6	31.8	4.5	23.5	41	3
Texas	Collin County	48	85	119614	9529	101863	138665	292	641	1159	21.7	1.7	18.4	25.1	22.1	1.7	18.9	25.5	4
Texas	Collingsworth County	48	87	631	95	459	832	490	1674	2899	29.2	4.4	21.3	38.5	27.5	4.3	19.8	36.7	2
Texas	Colorado County	48	89	4637	617	3503	5929	742	1981	2940	30.6	4.1	23.1	39.1	29	4	21.7	37.4	3
Texas	Comal County	48	91	21717	2270	17420	26272	453	1167	2128	26	2.7	20.8	31.4	25	2.7	20	30.4	2
Texas	Comanche County	48	93	2884	425	2101	3769	416	1597	2834	28.9	4.3	21.1	37.8	27.1	4.2	19.5	35.8	2
Texas	Concho County	48	95	752	129	523	1044	264	1206	2713	25.4	4.4	17.7	35.3	25.6	4.4	17.8	35.6	2
Texas	Cooke County	48	97	7755	1055	5801	9945	488	1577	2735	28.1	3.8	21	36.1	27.1	3.8	20.2	34.9	2
Texas	Coryell County	48	99	14165	1654	11106	17594	823	1812	2762	26.9	3.1	21.1	33.4	28.1	3.2	22.3	34.8	2
Texas	Cottle County	48	101	364	52	270	477	641	1874	2952	30.9	4.4	22.9	40.5	28.5	4.2	20.9	37.6	3
Texas	Crane County	48	103	769	124	544	1029	482	1769	2942	28.7	4.6	20.3	38.4	28	4.5	19.8	37.5	2
Texas	Crockett County	48	105	709	114	504	954	328	1386	2764	27.4	4.4	19.5	36.8	26.2	4.3	18.5	35.3	2
Texas	Crosby County	48	107	1288	163	990	1625	860	2105	2972	31.1	3.9	23.9	39.2	29.6	3.9	22.5	37.7	3
Texas	Culberson County	48	109	458	75	323	613	312	1372	2766	27.5	4.5	19.4	36.9	26.2	4.3	18.4	35.1	2
Texas	Dallam County	48	111	1232	191	887	1639	624	1954	2992	29.1	4.5	21	38.7	28.9	4.5	20.8	38.4	2
Texas	Dallas County	48	113	420970	21810	378849	464043	844	1237	1690	24.8	1.3	22.3	27.4	25.3	1.3	22.8	27.8	8
Texas	Dawson County	48	115	2898	421	2128	3778	679	1939	2951	29.1	4.2	21.4	37.9	28.8	4.2	21.1	37.6	2
Texas	Deaf Smith County	48	117	3347	535	2406	4473	520	1730	2937	28.4	4.5	20.4	38	28	4.5	20	37.4	2
Texas	Delta County	48	119	1214	184	886	1600	545	1812	2941	29.6	4.5	21.6	39.1	28.2	4.4	20.4	37.5	3
Texas	Denton County	48	121	109825	9154	92733	127884	539	1113	1826	23.8	2	20.1	27.7	24.7	2	21	28.5	5
Texas	DeWitt County	48	123	3924	559	2876	5070	318	1192	2489	26.4	3.8	19.3	34.1	25.2	3.7	18.4	32.8	2
Texas	Dickens County	48	125	528	76	391	690	463	1561	2784	27.7	4	20.6	36.2	27	4	19.8	35.4	2
Texas	Dimmit County	48	127	1735	284	1214	2312	307	1417	2759	27	4.4	18.9	36	26.3	4.3	18.3	35.1	2
Texas	Donley County	48	129	779	122	558	1034	464	1663	2910	29.3	4.6	21	38.9	27.5	4.5	19.4	37.1	2
Texas	Duval County	48	131	2274	367	1607	3012	322	1410	2763	27.2	4.4	19.2	36	26.3	4.3	18.4	35	2
Texas	Eastland County	48	133	3808	543	2807	4926	503	1568	2812	28.8	4.1	21.3	37.3	27.2	4	19.8	35.6	2
Texas	Ector County	48	135	24910	1519	22029	27856	1192	1762	2332	27.8	1.7	24.5	31	27.8	1.7	24.6	31	2
Texas	Edwards County	48	137	370	45	287	461	662	1659	2658	28.1	3.4	21.8	35	27.4	3.2	21.4	33.9	2
Texas	Ellis County	48	139	26109	3207	20194	32785	410	1196	2332	25.2	3.1	19.5	31.7	25.2	3.1	19.5	31.6	2
Texas	El Paso County	48	141	106650	7346	92694	121538	296	579	1015	21.7	1.5	18.9	24.7	21.7	1.5	18.9	24.7	4
Texas	Erath County	48	143	6601	940	4942	8629	366	1262	2564	25.6	3.6	19.2	33.4	25.5	3.6	19.1	33.4	2
Texas	Falls County	48	145	3688	469	2821	4635	911	2111	2977	30.4	3.9	23.2	38.2	29.6	3.8	22.6	37.3	3
Texas	Fannin County	48	147	7897	1059	5927	10007	1040	2334	3047	32	4.3	24	40.6	30.9	4.2	23	39.2	3
Texas	Fayette County	48	149	4887	673	3635	6239	379	1356	2599	28.1	3.9	20.9	35.9	26	3.7	19.1	33.7	2
Texas	Fisher County	48	151	891	135	641	1173	527	1855	2976	30.3	4.6	21.8	39.9	28.4	4.5	20.2	37.8	3
Texas	Floyd County	48	153	1334	188	970	1716	600	1937	2933	30.4	4.3	22.1	39.1	28.7	4.2	20.6	37.3	3
Texas	Foard County	48	155	309	45	226	400	544	1827	2928	30.4	4.4	22.3	39.5	28.3	4.3	20.4	37.2	3
Texas	Fort Bend County	48	157	79706	3577	73032	86972	366	542	811	21	0.9	19.3	23	21.4	0.9	19.7	23.3	4
Texas	Franklin County	48	159	2535	350	1913	3290	897	2204	3046	31.7	4.4	23.9	41.1	30.1	4.3	22.6	39.4	3
Texas	Freestone County	48	161	4156	575	3064	5316	591	1809	2855	28.9	4	21.3	37	28.1	3.9	20.6	36.1	2
Texas	Frio County	48	163	3356	513	2484	4470	756	2088	3036	29.6	4.5	21.9	39.4	29.7	4.5	21.9	39.5	3
Texas	Gaines County	48	165	2860	374	2178	3641	845	2046	2939	29.4	3.8	22.4	37.4	29.3	3.8	22.3	37.3	2
Texas	Galveston County	48	167	50975	4848	41808	60879	458	1109	1948	24.9	2.4	20.4	29.7	24.7	2.3	20.3	29.4	2
Texas	Garza County	48	169	963	144	699	1264	589	1918	2960	29.2	4.4	21.2	38.3	28.6	4.3	20.7	37.7	2
Texas	Gillespie County	48	171	5333	695	4064	6777	378	1285	2516	28.5	3.7	21.8	36.3	25.7	3.6	19.3	33.2	2
Texas	Glasscock County	48	173	246	43	169	336	398	1634	2957	28.5	5	19.5	38.9	27.5	4.8	18.8	37.5	2
Texas	Goliad County	48	175	1425	232	1020	1917	294	1241	2720	27.2	4.4	19.5	36.6	25.7	4.3	18.3	34.9	2
Texas	Gonzales County	48	177	3948	548	2963	5125	636	1792	2904	29.2	4.1	22	38	28.2	4	21	36.7	2
Texas	Gray County	48	179	6140	635	4950	7459	2401	3030	3139	38.7	4	31.2	47.1	37.6	4	30.1	45.9	3
Texas	Grayson County	48	181	23185	2617	18253	28396	472	1310	2337	26.6	3	20.9	32.5	25.6	3	20	31.6	2
Texas	Gregg County	48	183	25289	1476	22483	28225	1556	2136	2623	30.2	1.8	26.8	33.7	29.6	1.8	26.2	33.1	3
Texas	Grimes County	48	185	5174	731	3828	6702	383	1314	2539	26.6	3.8	19.7	34.4	25.8	3.7	19	33.4	2
Texas	Guadalupe County	48	187	20793	2193	16784	25367	363	935	1871	24.3	2.6	19.6	29.6	23.9	2.5	19.3	29.2	2
Texas	Hale County	48	189	6802	697	5523	8228	943	1905	2749	28.9	3	23.5	34.9	28.5	3	23.1	34.6	2
Texas	Hall County	48	191	670	95	495	866	363	1416	2675	28.2	4	20.8	36.4	26.2	3.9	19.1	34.2	2
Texas	Hamilton County	48	193	1903	269	1417	2468	665	1984	2996	31.3	4.4	23.3	40.6	29	4.4	21.3	38.2	3
Texas	Hansford County	48	195	1038	156	747	1354	572	1908	2939	29.8	4.5	21.4	38.8	28.5	4.4	20.3	37.5	3
Texas	Hardeman County	48	197	813	117	592	1056	413	1528	2792	28.5	4.1	20.8	37.1	26.8	4	19.4	35.1	2
Texas	Hardin County	48	199	11442	1411	8797	14291	895	2048	2917	30	3.7	23.1	37.5	29.3	3.6	22.4	36.6	3
Texas	Harris County	48	201	638725	22436	595541	683972	636	853	1102	22.9	0.8	21.4	24.5	23.3	0.8	21.8	24.9	8
Texas	Harrison County	48	203	15507	1381	12861	18289	1824	2658	3040	33.6	3	27.9	39.6	32.8	2.9	27.2	38.8	3
Texas	Hartley County	48	205	1010	159	713	1337	454	1737	2904	28.1	4.4	19.8	37.2	27.8	4.3	19.6	36.7	2
Texas	Haskell County	48	207	1102	162	807	1436	383	1449	2776	29	4.3	21.3	37.8	26.6	4.1	19.2	35.1	2
Texas	Hays County	48	209	27866	2905	22347	33857	611	1456	2366	25.6	2.7	20.5	31.1	26.3	2.7	21.3	31.7	2
Texas	Hemphill County	48	211	677	106	484	894	521	1876	2974	29.6	4.6	21.1	39	28.4	4.5	20.2	37.8	3
Texas	Henderson County	48	213	17579	1874	14063	21409	857	1866	2768	29.9	3.2	23.9	36.4	28.4	3.2	22.5	34.8	3
Texas	Hidalgo County	48	215	105020	9084	87731	123392	424	924	1609	23.5	2	19.6	27.6	23.7	2	19.9	27.8	5
Texas	Hill County	48	217	8433	1038	6466	10578	1155	2412	3047	32.5	4	24.9	40.8	31.2	4	23.7	39.4	3
Texas	Hockley County	48	219	4812	532	3797	5901	1243	2313	2980	31.3	3.5	24.7	38.3	30.6	3.4	24.1	37.6	3
Texas	Hood County	48	221	10000	1277	7631	12548	271	928	2100	25.6	3.3	19.5	32.1	23.9	3.2	18.1	30.3	2
Texas	Hopkins County	48	223	7387	922	5656	9304	796	1969	2886	29.7	3.7	22.7	37.4	28.8	3.7	22	36.4	3
Texas	Houston County	48	225	4691	553	3645	5799	514	1439	2512	27.5	3.2	21.3	33.9	26.3	3.2	20.3	32.7	2
Texas	Howard County	48	227	7067	985	5243	9088	716	2017	2944	29.4	4.1	21.8	37.8	29	4.1	21.4	37.4	2
Texas	Hudspeth County	48	229	664	96	486	863	709	2026	2999	30	4.4	21.9	38.9	29.2	4.3	21.3	38.1	3
Texas	Hunt County	48	231	18630	2298	14408	23397	1057	2286	3005	31.2	3.8	24.1	39.2	30.5	3.8	23.5	38.4	3
Texas	Hutchinson County	48	233	4105	594	3039	5361	414	1395	2675	27.1	3.9	20.1	35.4	26.2	3.8	19.4	34.4	2
Texas	Irion County	48	235	383	59	277	506	508	1737	2917	28.7	4.4	20.8	37.9	27.8	4.4	20	36.9	2
Texas	Jack County	48	237	1787	269	1311	2357	485	1627	2826	27.9	4.2	20.5	36.8	27.3	4.2	20	36.2	2
Texas	Jackson County	48	239	2791	424	2045	3672	370	1373	2686	27.2	4.1	19.9	35.8	26.1	4	19	34.5	2
Texas	Jasper County	48	241	8730	921	7019	10650	1832	2748	3096	34.9	3.7	28	42.6	33.7	3.6	26.9	41.2	3
Texas	Jeff Davis County	48	243	423	61	312	551	132	688	1917	24.7	3.6	18.3	32.2	22.6	3.4	16.4	29.7	2
Texas	Jefferson County	48	245	53898	4534	45445	63108	1454	2249	2849	30.6	2.6	25.8	35.8	30.2	2.6	25.4	35.4	3
Texas	Jim Hogg County	48	247	940	154	663	1259	357	1556	2881	28	4.6	19.8	37.6	26.9	4.5	18.9	36.4	2
Texas	Jim Wells County	48	249	7306	1153	5153	9665	313	1347	2697	26.6	4.2	18.7	35.1	26	4.1	18.3	34.5	2
Texas	Johnson County	48	251	32560	3347	26231	39389	1051	2042	2821	29.5	3	23.8	35.7	29.2	3	23.5	35.3	3
Texas	Jones County	48	253	4261	605	3162	5541	751	2039	2989	29.5	4.2	21.9	38.3	29.3	4.2	21.7	38.1	3
Texas	Karnes County	48	255	3279	469	2431	4269	610	1870	2924	28.4	4.1	21.1	37	28.4	4.1	21	37.1	2
Texas	Kaufman County	48	257	22418	2596	17587	27612	1367	2514	3051	31.9	3.7	25	39.3	31.8	3.6	25	39.1	3
Texas	Kendall County	48	259	6257	825	4770	7912	254	962	2173	25.4	3.4	19.4	32.2	24	3.2	18.2	30.5	2
Texas	Kenedy County	48	261	73	13	50	99	349	1496	2863	27.5	4.7	19	37.4	26.7	4.6	18.5	36.4	2
Texas	Kent County	48	263	158	25	113	212	336	1490	2869	29.2	4.6	20.8	39.2	26.7	4.5	18.4	36.5	2
Texas	Kerr County	48	265	8929	1119	6838	11234	140	609	1606	24.2	3	18.6	30.5	22.1	3	16.6	28.2	2
Texas	Kimble County	48	267	966	153	687	1289	253	1238	2676	27.5	4.4	19.5	36.6	25.4	4.2	17.8	34.2	2
Texas	King County	48	269	50	9	35	68	348	1397	2756	26.1	4.4	18.1	35.3	26.3	4.4	18.4	35.4	2
Texas	Kinney County	48	271	730	110	531	957	367	1563	2829	29.4	4.4	21.4	38.5	27	4.3	19.2	36.1	2
Texas	Kleberg County	48	273	5651	884	4091	7513	405	1499	2806	26.7	4.2	19.3	35.5	26.8	4.2	19.4	35.7	2
Texas	Knox County	48	275	679	99	497	878	367	1419	2700	28.2	4.1	20.6	36.5	26.3	4	19	34.3	2
Texas	Lamar County	48	277	11430	1210	9145	13923	1339	2404	3001	32.2	3.4	25.7	39.2	31	3.4	24.8	37.9	3
Texas	Lamb County	48	279	2508	369	1840	3259	398	1476	2685	27.8	4.1	20.4	36.1	26.5	4	19.3	34.8	2
Texas	Lampasas County	48	281	4065	597	2991	5341	350	1250	2599	26.6	3.9	19.5	34.9	25.5	3.8	18.7	33.7	2
Texas	La Salle County	48	283	1084	174	773	1457	377	1516	2828	27.1	4.3	19.3	36.4	26.8	4.3	19.1	36	2
Texas	Lavaca County	48	285	3908	518	2932	4944	442	1440	2626	28.5	3.8	21.4	36.1	26.4	3.7	19.5	33.9	2
Texas	Lee County	48	287	3443	475	2589	4444	701	1916	2956	30.1	4.1	22.6	38.8	28.7	4.1	21.5	37.3	3
Texas	Leon County	48	289	4096	507	3144	5121	987	2264	3011	32.3	4	24.8	40.4	30.3	3.9	23	38.2	3
Texas	Liberty County	48	291	16916	1945	13235	20819	1267	2433	3028	31.5	3.6	24.6	38.7	31.2	3.6	24.5	38.4	3
Texas	Limestone County	48	293	4488	611	3434	5815	496	1467	2664	27.3	3.7	20.9	35.4	26.6	3.7	20.3	34.5	2
Texas	Lipscomb County	48	295	680	103	496	897	764	2191	3055	31.4	4.7	22.9	41.4	30.1	4.6	21.8	39.9	3
Texas	Live Oak County	48	297	2544	390	1848	3350	498	1788	2950	29.5	4.5	21.4	38.8	28.1	4.4	20.3	37.4	3
Texas	Llano County	48	299	4441	571	3374	5580	474	1547	2725	29.9	3.8	22.7	37.6	26.9	3.7	20.1	34.6	3
Texas	Loving County	48	301	10	2	7	13	226	1191	2742	26.7	4.9	18.1	37.4	25.4	4.6	17.4	35.1	2
Texas	Lubbock County	48	303	49644	2182	45271	53982	1054	1432	1841	26.1	1.1	23.8	28.3	26.2	1.1	23.9	28.5	2
Texas	Lynn County	48	305	1137	163	836	1473	536	1728	2863	29.1	4.2	21.4	37.7	27.7	4.1	20.2	36.1	2
Texas	McCulloch County	48	307	1770	259	1290	2295	650	2053	3000	31.1	4.5	22.6	40.2	29.3	4.4	21.1	38.3	3
Texas	McLennan County	48	309	40348	3948	33086	48362	485	1153	2041	25.1	2.5	20.6	30.1	24.9	2.4	20.4	29.9	2
